Name,Started,County,Location,AcresBurned,PercentContained,Longitude,Latitude,Year,ExtinguishedTime
Cartago Fire,2024-04-03 23:30:00+00:00,Inyo,"Cartago, Inyo County ",104.0,100.0,-118.026767,36.316401,2024,1571.0967359767892
Marsh Fire,2024-04-12 13:25:59+00:00,Sacramento,Point Sacramento/Kimball Island,4297.726568589988,99.91242829827915,-121.83332,38.05686,2024,1571.0967359767892
Gardner Fire,2024-04-12 13:53:46+00:00,Kern,East of Taft,241.0,100.0,-119.39529,35.153062,2024,1571.0967359767892
Pendola Fire,2024-04-21 14:42:00+00:00,Yuba,"Garden Valley Road and Pendola Road, near Camptonville",18.0,100.0,-121.070752,39.494086,2024,1571.0967359767892
York Fire,2024-04-21 17:26:00+00:00,Kings,"Highway 41 and York Avenue, north of Kings/Kern County Line",181.4,100.0,-120.097738,35.817759,2024,1571.0967359767892
Refuge Fire,2024-04-26 18:54:10+00:00,Fresno,"West Panoche Road & HIghway 180, Mendota",475.0,100.0,-120.360998,36.730979,2024,1571.0967359767892
Billy Fire,2024-04-30 10:52:10+00:00,Merced,"Billy Wright Road & Bonita Road, Santa Nella",12.0,100.0,-120.99063,37.020145,2024,1571.0967359767892
School Fire,2024-05-02 13:41:00+00:00,Kern, Highway 166 and Basic School Road,1479.0,100.0,-119.33179,35.04847,2024,19.32
Dawn Fire,2024-05-04 17:29:05+00:00,Kern,Unknown / TBD,12.8,100.0,-118.23,34.9117,2024,1571.0967359767892
Tram Fire,2024-05-04 22:09:22+00:00,Riverside,Unknown / TBD,13.8,100.0,-116.55819,33.858369,2024,1571.0967359767892
Virginiatown Fire,2024-05-02 20:26:30+00:00,Placer,Unknown / TBD,95.0,100.0,-121.201005,38.902253,2024,1571.0967359767892
Magnolia Fire,2024-05-07 14:08:25+00:00,Riverside,"Apache Trail & Bonita Avenue, Cabazon",36.6,100.0,-116.807061,33.9208,2024,22.55
Almond Fire,2024-05-07 18:34:10+00:00,Riverside,"Near Helen Ave & Date Ave, Cabazon",40.0,100.0,-116.774124,33.903392,2024,1571.0967359767892
Sherwood Fire,2024-05-10 10:15:00+00:00,Kern,North of Sherwood Ave & Famoso Woody Rd,353.0,100.0,-118.9429,35.7193,2024,1571.0967359767892
Dom Fire,2024-05-11 11:54:49+00:00,Fresno,"South Stanislaus Ave and Coalinga-Mendota Rd - Coalinga, CA",23.8,100.0,-120.340061,36.362559,2024,1571.0967359767892
Jayne Fire,2024-05-11 13:46:52+00:00,Fresno,Unknown / TBD,40.0,100.0,-120.192362,36.137571,2024,1571.0967359767892
Border 44 Fire,2024-05-11 16:45:53+00:00,San Diego,Unknown / TBD,15.0,100.0,-116.711161,32.571374,2024,1571.0967359767892
Red Fire,2024-05-11 17:28:23+00:00,San Bernardino,Unknown / TBD,148.0,100.0,-117.601135,35.388107,2024,1571.0967359767892
National Fire,2024-05-12 18:49:21+00:00,San Bernardino,"National Trails Hwy, Oro Grande",80.0,100.0,-117.339379,34.602884,2024,1571.0967359767892
Love 2 Fire,2024-05-13 13:38:30+00:00,San Diego,"Loveland Ln and Montiel Truck TRL, Lawson Valley",18.0,100.0,-116.8004,32.7754088,2024,1571.0967359767892
Janell Fire,2024-05-14 12:34:22+00:00,Riverside,45900 Block of Cahuilla Road,13.6,100.0,-116.8539685,33.471139,2024,16.01
John Fire,2024-05-14 13:25:44+00:00,Merced,"South Bert Crane Road and John Saunders Road, Near Atwater",12.0,100.0,-120.652034,37.244144,2024,1571.0967359767892
Cow Fire,2024-05-15 11:41:10+00:00,Kern,"Highway 178 and Democrat Road, Southwest of Lake Isabella",132.0,100.0,-118.7503007,35.4759526,2024,1571.0967359767892
Ranch Fire,2024-05-15 18:21:47+00:00,Butte,"Near Newsome Ranch Road, Concow",10.0,100.0,-121.449913,39.693268,2024,1571.0967359767892
Idria Fire,2024-05-15 20:53:20+00:00,San Benito,"Near New Idria Road, Paicines",29.0,100.0,-120.801731,36.490486,2024,1571.0967359767892
Petrol Fire,2024-05-17 00:18:41+00:00,Fresno,"Highway 33 and Highway 198, North of Coalinga",186.0,100.0,-120.33456,36.2748148,2024,1571.0967359767892
Roberts Fire,2024-05-17 13:32:37+00:00,Monterey,"Range 39, Camp Roberts",4297.726568589988,99.91242829827915,-120.811491,35.829559,2024,1571.0967359767892
Mission Fire,2024-05-18 14:47:29+00:00,Riverside,Highway 62 and Mission Creek Road,27.0,100.0,-116.583317,33.984278,2024,1.76
Wind Fire,2024-05-20 07:45:00+00:00,Kern,"West of Interstate 5, South of Laval Road, North of the Grapevine",121.0,100.0,-118.99692,34.96545,2024,11.0
Hall Fire,2024-05-20 08:26:44+00:00,Tehama,"Gyle Road & Hall Road, near Tehama",12.0,100.0,-122.129559,40.014819,2024,1571.0967359767892
Elk Fire,2024-05-21 15:38:53+00:00,Glenn,Unknown / TBD,19.0,100.0,-122.476758,39.598771,2024,1571.0967359767892
Valley Fire,2024-05-21 13:31:09+00:00,Modoc,Unknown / TBD,536.0,100.0,-120.31,41.2449,2024,1571.0967359767892
Knolls Fire,2024-05-22 12:49:26+00:00,San Diego,"Santa Fe Knolls Lane, Rancho Santa Fe",17.0,100.0,-117.170895,33.02113,2024,8.18
Seven Fire,2024-05-23 16:33:53+00:00,Butte,Unknown / TBD,11.0,100.0,-121.908346,39.539678,2024,9.19
Panoche Fire,2024-05-25 10:14:38+00:00,San Benito,"Panoche Road and Clear Creek Road, New Idria ",191.0,100.0,-120.8471351,36.5097274,2024,81.26
Harford Fire,2024-05-25 12:27:38+00:00,Riverside,"Harford Park Lane & Frantz Road, Lake Mathews",18.0,100.0,-117.340976,33.812223,2024,1571.0967359767892
Shirleon Fire,2024-05-25 12:01:34+00:00,Riverside,"Southeast of Old Idyllwild Road & Shirleon Drive, Banning",34.0,100.0,-116.901498,33.895775,2024,1571.0967359767892
Holiday Fire,2024-05-25 14:21:00+00:00,Kern,Unknown / TBD,397.5,100.0,-118.2554355,34.8492868,2024,1571.0967359767892
Nees Fire,2024-05-25 16:19:54+00:00,Fresno,Unknown / TBD,47.0,100.0,-120.771299,36.850279,2024,1571.0967359767892
Central Fire,2024-05-25 15:59:40+00:00,Fresno,Unknown / TBD,12.6,100.0,-119.7858,36.67799,2024,1571.0967359767892
Border 51 Fire,2024-05-26 11:32:55+00:00,San Diego,Mine Canyon Truck Trail & Marron Valley Road,12.0,100.0,-116.76972,32.57583,2024,1571.0967359767892
Flood Fire,2024-05-26 18:31:45+00:00,San Joaquin,"Flood Rd and Waverly Rd , Linden",57.7,100.0,-120.944834,38.017376,2024,1571.0967359767892
Millerton Fire,2024-05-26 17:44:30+00:00,Madera,Millerton Lake ,47.0,100.0,-119.689804,37.01741,2024,1571.0967359767892
Vince Fire,2024-05-27 14:29:48+00:00,Los Angeles,"4300 Block of East Avenue, Palmdale",22.4,100.0,-118.05215,34.50941,2024,1571.0967359767892
Five Fire,2024-05-28 04:34:43+00:00,Fresno,Unknown / TBD,150.0,100.0,-120.393699,36.43706,2024,1571.0967359767892
Hill Fire,2024-05-28 12:15:00+00:00,Santa Barbara,"Foothill Road and Highway 33, Cuyama Valley",1383.0,100.0,-119.5572279,34.8936966,2024,93.08
Pepper Fire,2024-05-28 15:32:47+00:00,Fresno,"Pepperweed Road and Partridge Lane, Eastern Fresno County",29.0,100.0,-119.158199,36.68768,2024,1571.0967359767892
Dillon Fire,2024-05-28 15:19:33+00:00,Riverside,"Highway 62 and Pierson Boulevard, Desert Hot Springs",34.0,100.0,-116.600203,33.925778,2024,2.67
Clark Fire,2024-05-28 17:50:59+00:00,Fresno,Unknown / TBD,35.0,100.0,-120.389098,36.501499,2024,1571.0967359767892
Mocal Fire,2024-05-28 16:31:00+00:00,Kern,West of Fellows,116.0,100.0,-119.558308,35.180776,2024,7.48
Shirleon Fire,2024-05-28 19:29:11+00:00,Riverside,Unknown / TBD,15.0,100.0,-116.917099,33.896179,2024,757.51
Watt Fire,2024-05-28 22:09:08+00:00,Placer,Unknown / TBD,19.5,100.0,-121.392475,38.728881,2024,1571.0967359767892
Mateo Fire,2024-05-29 02:45:20+00:00,Fresno,"North San Mateo Avenue and West Whitebridge Avenue, Mendota",762.0,100.0,-120.314598,36.734329,2024,1571.0967359767892
Zediker Fire,2024-05-28 23:26:32+00:00,Fresno,Unknown / TBD,35.0,100.0,-119.520906,36.617148,2024,1571.0967359767892
County Fire,2024-05-29 12:35:55+00:00,Tuolumne,Unknown / TBD,13.0,100.0,-120.634375,37.828925,2024,1571.0967359767892
Devil Fire,2024-05-29 15:08:22+00:00,Kings,25th Avenue East of the California Aqueduct,188.0,100.0,-119.915199,35.85008,2024,3.43
Bank Fire,2024-05-30 09:00:08+00:00,Tehama,Briggs Road and Red Bank Road,12.0,100.0,-122.398582,40.089713,2024,1571.0967359767892
Howard Fire,2024-05-30 12:14:14+00:00,Riverside,"Howard Road & Old Ranch Road, Anza ",32.0,100.0,-116.718429,33.56557,2024,33.51
Great 3 Fire,2024-05-30 12:21:07+00:00,San Diego,"Milepost 28 Great Southern Overland Stage Route, Shelter Valley",187.0,100.0,-116.44756,32.99611,2024,1571.0967359767892
Canal Fire,2024-05-30 13:17:40+00:00,Madera,Road 600 & Madera Canal,827.0,100.0,-119.962104,37.081421,2024,1571.0967359767892
Hawk Fire,2024-05-30 13:53:25+00:00,Fresno,"10000 Block of E Herndon Ave, Clovis",10.0,100.0,-119.601701,36.842961,2024,1571.0967359767892
Firebaugh Fire,2024-05-30 14:44:18+00:00,Madera,"16000 Avenue 7 and Road 16, Madera County",1300.0,100.0,-120.25511,36.87565,2024,1571.0967359767892
Valley Center Fire,2024-05-28 14:58:23+00:00,San Bernardino,Unknown / TBD,10.0,100.0,-116.792378,34.879647,2024,1571.0967359767892
Yer1 Fire,2024-05-28 15:51:50+00:00,San Bernardino,Unknown / TBD,10.0,100.0,-116.815632,34.88011,2024,1571.0967359767892
Nby1 Fire,2024-05-28 17:47:28+00:00,San Bernardino,Unknown / TBD,10.0,100.0,-116.663042,34.812972,2024,1571.0967359767892
Rosamond Fire,2024-05-30 17:16:54+00:00,Los Angeles,"70th St W & W Ave H, Antelope Acres",124.5,100.0,-118.25483,34.72107,2024,1571.0967359767892
Tesoro Fire,2024-05-31 12:40:33+00:00,Madera,"41500 Highway 145 and 18000 Highway 41 , Tesoro Viejo",109.0,100.0,-119.7939,37.01047,2024,1571.0967359767892
Limonite Fire,2024-05-31 13:39:03+00:00,Riverside,"Limonite Avenue & Bain Avenue, Jurupa Valley",18.0,100.0,-117.505873,33.975351,2024,28.89
Red Fire,2024-05-31 15:44:00+00:00,Kern,"Redhill Road, Bodfish",98.0,100.0,-118.4733,35.601284,2024,1571.0967359767892
Field Fire,2024-05-31 15:15:00+00:00,Santa Barbara,"Highway 166, New Cuyama",201.0,100.0,-119.698014,34.9592,2024,22.74
Fields Fire,2024-05-31 15:22:10+00:00,Merced,"Fields Road cross of Le Grande Road, North of the community of Snelling",22.0,100.0,-120.425878,37.565014,2024,18.06
Ranch Fire,2024-05-31 22:24:23+00:00,Kern,"Rancheria Road, Bakersfield",616.0,100.0,-118.82214,35.442336,2024,21.11
Boyd Fire,2024-06-01 02:28:09+00:00,Tulare,"Boyd Drive between Avenue 420 and Highway 245, East of Orosi",36.0,100.0,-119.238103,36.573169,2024,1571.0967359767892
Corral Fire,2024-06-01 14:39:21+00:00,San Joaquin,"Lawrence Livermore National Laboratory Site 300, southwest of Tracy",14168.0,100.0,-121.50259,37.633908,2024,1571.0967359767892
Border 53 Fire,2024-06-01 12:35:44+00:00,San Diego,"Buttewig Canyon, South Slope of Otay Mountain",250.0,100.0,-116.806666,32.577083,2024,1571.0967359767892
Raymond Fire,2024-06-01 20:55:50+00:00,Madera,"Cleveland Avenue and Raymond Road, City of Madera",27.2,100.0,-120.044449,36.974519,2024,3.07
Park Fire,2024-06-02 13:58:01+00:00,Riverside,Unknown / TBD,13.0,100.0,-116.927045,33.790804,2024,1571.0967359767892
West Fire,2024-05-30 22:35:41+00:00,Kern,"North of 65th St W & Dawn Rd, Rosamond",1575.0,100.0,-118.254,34.91,2024,1571.0967359767892
Shadow Fire,2024-06-03 01:06:00+00:00,Kern,"Squirrel Mountain Valley, East of Lake Isabella",86.0,100.0,-118.401334,35.619008,2024,1571.0967359767892
Patterson Fire,2024-06-03 16:21:34+00:00,Alameda,Patterson Pass and Midway Road,95.0,100.0,-121.568029,37.714616,2024,1571.0967359767892
Sorrel Fire,2024-06-03 17:09:55+00:00,San Bernardino,Northeast of Apple Valley,40.0,100.0,-117.118935,34.68341,2024,1571.0967359767892
Springs Fire,2024-06-04 11:44:27+00:00,Tuolumne,Highway 108 and Green Springs Road,17.0,100.0,-120.524741,37.842308,2024,1571.0967359767892
Russell Fire,2024-06-04 11:57:07+00:00,Fresno,"North Russell Avenue, Firebaugh",25.0,100.0,-120.657895,36.916374,2024,1571.0967359767892
Road Fire,2024-06-04 17:04:00+00:00,Kern,South of Taft,1088.0,100.0,-119.48669,35.113531,2024,1571.0967359767892
Lotus Fire,2024-06-05 10:14:55+00:00,Riverside,"5800 Block of 28th Street, Jurupa Valley",30.0,100.0,-117.403656,34.013717,2024,1571.0967359767892
Bitterwater ,2024-06-05 11:46:38+00:00,San Luis Obispo,Highway 58 and Bitterwater Road,331.2,100.0,-120.094361,35.37367,2024,1571.0967359767892
Crystal Fire,2024-06-05 13:40:12+00:00,Napa,"250 Block of Crystal Springs Road, Deer Park",60.0,100.0,-122.494472,38.55954,2024,65.31
Little Fire,2024-06-06 05:30:45+00:00,Fresno,"Little Panoche Road and West Shields Avenue, Mendota",34.0,100.0,-120.729222,36.777907,2024,2.49
Devil Fire,2024-06-06 11:07:27+00:00,Kings,"Devils Den Road and 25th Avenue, south of Kettleman City",210.5,100.0,-119.94084,35.85594,2024,1571.0967359767892
Relay Fire,2024-06-06 13:14:49+00:00,Riverside,Near the intersection of Beaumont Avenue and California Avenue,47.0,100.0,-116.980503,33.910994,2024,7.09
Gaskell Fire,2024-06-06 15:59:13+00:00,Kern,Unknown / TBD,403.0,100.0,-118.30848,34.82333,2024,20.43
155 Fire,2024-06-06 16:55:00+00:00,Kern,Wofford Boulevard and Deadrich Ranch Road,55.0,100.0,-118.46771,35.692183,2024,1571.0967359767892
Lost Fire,2024-06-06 14:05:28+00:00,Kern,Lost Hills Road and Weiser Road,3600.0,100.0,-119.69294,35.735279,2024,1571.0967359767892
Pan Fire,2024-06-07 05:56:23+00:00,Fresno,"Little Panoche Road, near Firebaugh",34.0,100.0,-120.764998,36.786999,2024,1571.0967359767892
Albers Fire,2024-06-07 11:04:34+00:00,Santa Clara,"124 Albers Court, Marsh Creek",22.8,100.0,-121.765839,37.904572,2024,1571.0967359767892
Garlock Fire,2024-06-07 15:33:48+00:00,Fresno,"Garlock Lane and Gooseberry Lane, Eastern Fresno County",54.0,100.0,-119.514348,36.991558,2024,1571.0967359767892
Morgan Fire,2024-06-07 14:54:47+00:00,Riverside,"Coppola Street and Morgan Hill Drive, Temecula",14.4,100.0,-117.052745,33.487833,2024,-7.91
Poleline Fire,2024-06-07 18:57:04+00:00,Merced,"Poleline Road and Highway 165, Los Banos",30.0,100.0,-120.834941,36.928296,2024,2.58
Koala Fire,2024-06-07 20:26:31+00:00,San Bernardino,Koala Road and Victor Street,25.0,100.0,-117.451094,34.520882,2024,1571.0967359767892
Springs Fire,2024-06-07 19:48:25+00:00,Siskiyou,West of Gazelle,11.0,100.0,-122.520453,41.474683,2024,1571.0967359767892
Greenville Fire,2024-06-08 11:02:52+00:00,Alameda,"Altamont Pass Road and North Greenville Road, Altamont",44.0,100.0,-121.702293,37.72154,2024,1571.0967359767892
Cody Fire,2024-06-08 13:34:00+00:00,Kern,"Sherwood Avenue, North of Bakersfield ",903.0,100.0,-119.031458,35.64995,2024,1571.0967359767892
Aquaduct 2 Fire,2024-06-08 15:48:50+00:00,San Diego,Aqueduct Road and San Clemente Canyon Freeway,110.0,100.0,-117.08492,32.84445,2024,1571.0967359767892
Rock Fire,2024-06-08 15:39:49+00:00,San Luis Obispo,"Bee Rock Road & Canyon Road, Camp Roberts",50.0,100.0,-120.772339,35.774138,2024,1571.0967359767892
Creek Fire,2024-06-09 09:35:00+00:00,Kern," Caliente Creek Road, Caliente",50.0,100.0,-118.386667,35.346667,2024,46.42
John Fire,2024-06-09 17:14:18+00:00,Contra Costa,"John Henry Johnson Parkway, Pittsburg",55.0,100.0,-121.91945,38.00994,2024,1571.0967359767892
Forest Fire,2024-06-09 17:52:59+00:00,Los Angeles,"East Avenue, Llano",41.1,100.0,-117.785551,34.51346,2024,1571.0967359767892
Rawson Fire,2024-06-10 10:52:00+00:00,Tehama,"Rawson Road, South of Red Bluff",24.9,100.0,-122.232365,40.111484,2024,1571.0967359767892
Spenceville Fire,2024-06-10 11:41:00+00:00,Yuba,"Spenceville Shooting Range, Spenceville ",23.0,100.0,-121.309465,39.133016,2024,1571.0967359767892
Acorn Fire,2024-06-10 13:29:30+00:00,Calaveras,"New Hogan Lake, Valley Springs",15.0,100.0,-120.79181,38.1179241,2024,1571.0967359767892
Cod Fire,2024-06-10 17:49:24+00:00,Siskiyou,"Cod Drive, Hornbrook ",28.0,100.0,-122.444022,41.900664,2024,73.15
Flynn Fire,2024-06-11 07:53:56+00:00,Alameda,"I-580 and North Flynn Road, Altamont",23.0,100.0,-121.660326,37.719181999999996,2024,1571.0967359767892
Jellys Fire,2024-06-11 11:45:58+00:00,Tehama,"Jellys Ferry Road and Spring Branch Road, North of Red Bluff",17.0,100.0,-122.172379,40.354308,2024,1571.0967359767892
Stoddard 3 Fire,2024-06-11 12:31:08+00:00,San Bernardino,"Stoddard Wells Road, South of Barstow",472.0,100.0,-117.16739,34.72209,2024,1571.0967359767892
Carmen Fire,2024-06-11 12:48:59+00:00,Riverside,"Elm Street and Lavern Avenue, Cabazon",64.3,100.0,-116.75466,33.91768,2024,1571.0967359767892
Travel Fire,2024-06-11 14:57:16+00:00,Fresno,"South Lincoln Avenue, near I-5",10.0,100.0,-120.102025,36.074598,2024,1571.0967359767892
Lincoln Fire,2024-06-11 15:51:07+00:00,Los Angeles," 20th Street, Palmdale ",17.0,100.0,-118.09927,34.65729,2024,3.4
Hinkley Fire,2024-06-11 16:13:34+00:00,San Bernardino,"Hinkley Road, Hinkley",126.0,100.0,-117.188996,34.89273,2024,1571.0967359767892
Oil Fire,2024-06-11 15:15:00+00:00,Kern,"East of Highway 65 and Lerdo Highway, North of Bakersfield",214.0,100.0,-119.071667,35.506667,2024,1571.0967359767892
Bear Fire,2024-06-12 12:13:49+00:00,San Luis Obispo,"Soda Lake Road and Gaviota Trail, Santa Margarita",1410.0,100.0,-119.953932,35.293114,2024,1571.0967359767892
Grant Fire,2024-06-12 15:34:05+00:00,Sacramento,"Grantline and White Rock Road, Rancho Cordova",119.0,100.0,-121.17954,38.59179,2024,1571.0967359767892
Llano Fire,2024-06-12 17:13:14+00:00,Los Angeles,"Highway 18 and 248th Street East, Los Angeles County",30.0,100.0,-117.686469,34.498542,2024,1571.0967359767892
Johnson Fire,2024-06-13 12:42:35+00:00,San Joaquin,"East Acampo Road, San Joaquin County",19.5,100.0,-121.033739,38.177683,2024,1571.0967359767892
Peterson Fire,2024-06-13 17:47:00+00:00,Lassen,"US-395, Lassen County",21.9,100.0,-120.028888,39.879737,2024,1571.0967359767892
5 Fire,2024-06-14 16:40:42+00:00,Kern,"Interstate 5, Buttonwillow",30.0,100.0,-119.53449,35.50256,2024,1571.0967359767892
Felipe Fire,2024-06-15 09:48:59+00:00,Santa Clara,Southeast San Jose,19.1,100.0,-121.73844,37.28197,2024,1571.0967359767892
Post Fire,2024-06-15 13:47:00+00:00,Ventura,"Gorman Road, Gorman CA",15563.1,100.0,-118.8521,34.79208,2024,268.42
Junes Fire,2024-06-15 15:20:59+00:00,Butte,"Four Junes Way and Palermo Honcut Hwy, south of Palermo",1056.0,100.0,-121.518592,39.369439,2024,73.96
Hernandez Fire,2024-06-15 17:05:07+00:00,San Benito,"Airline Highway and Old Hernandez Road, Beaver Dam ",642.0,100.0,-120.986676,36.400976,2024,108.95
Rocky Fire,2024-06-15 16:02:34+00:00,Butte,Community of Robinson Mill,17.7,100.0,-121.355159,39.548761,2024,1571.0967359767892
Sioux Fire,2024-06-15 16:55:18+00:00,Madera,"Indian Lakes, Coarsegold",15.0,100.0,-119.673538,37.207647,2024,19.02
West Fire,2024-06-15 17:21:25+00:00,Los Angeles,"Near West Avenue G, Lancaster",300.0,100.0,-118.29017,34.73279,2024,-9.21
Hesperia Fire,2024-06-15 18:49:39+00:00,San Bernardino,"Arrowhead Lake Road, Hesperia",1078.0,100.0,-117.28811,34.30769,2024,1571.0967359767892
Excelsior Fire,2024-06-16 12:19:53+00:00,Sacramento,"Jackson road and Excelsior Road, South of Mather",876.5,100.0,-121.28408,38.52658,2024,1571.0967359767892
Lisa Fire,2024-06-16 13:13:44+00:00,Riverside,"Highway 60 and Jack Rabbit Trail, East of Moreno Valley ",890.0,100.0,-117.06443,33.943389,2024,1571.0967359767892
Point Fire,2024-06-16 12:33:55+00:00,Sonoma,"Stewarts Point Road and Skaggs Springs, Geyserville ",1207.0,100.0,-123.012253,38.705475,2024,196.95
Inkopah 5 Fire,2024-06-16 11:15:56+00:00,Imperial,"InKoPah Park Road, Boulder Park",30.0,100.0,-116.099983,32.655183,2024,8.74
Summit Fire,2024-06-16 14:19:26+00:00,San Bernardino,"Near Summit Valley Road, Hesperia",12.5,100.0,-117.335667,34.369667,2024,1571.0967359767892
Elgin Fire,2024-06-16 14:53:31+00:00,Merced,"Elgin Road and Henry Miller Road, North of Dos Palos",86.0,100.0,-120.635371,37.097775,2024,1571.0967359767892
Max Fire,2024-06-16 15:46:34+00:00,Los Angeles,"80th Street West, Lancaster",337.6,100.0,-118.27108,34.67529,2024,1571.0967359767892
Hidden Fire,2024-06-16 16:33:21+00:00,Shasta,"Silverthorn Road and Hidden Valley Drive, northeast of Redding ",45.0,100.0,-122.23967,40.72052,2024,1571.0967359767892
62 Fire,2024-06-16 17:04:14+00:00,Riverside,Unknown / TBD,12.8,100.0,-116.583039,33.984079,2024,1571.0967359767892
Tuscany Fire,2024-06-17 11:35:11+00:00,Riverside,"City View Drive, Palm Springs",126.0,100.0,-116.569117,33.847642,2024,1571.0967359767892
Slough Fire,2024-06-17 13:47:02+00:00,Riverside,"Road 9, Chowchilla, CA",33.0,100.0,-120.383187,36.996139,2024,1571.0967359767892
Railroad Fire,2024-06-17 14:05:18+00:00,Madera,"Road 27, Madera",13.0,100.0,-120.056215,37.010829,2024,1571.0967359767892
Sites Fire,2024-06-17 13:39:25+00:00,Colusa,"Sites Lodoga Road and Wilson Creek, southeast of Stonyford ",19195.0,100.0,-122.46934,39.31646,2024,1571.0967359767892
Stage Fire,2024-06-17 14:31:36+00:00,Tulare,"8400 Block of Old Stage Coach Road, Porterville",81.2,100.0,-118.946399,35.942249,2024,3.02
Coast Fire,2024-06-17 13:41:22+00:00,Monterey,Botchers Gap Campground ,15.0,100.0,-121.855352,36.311477,2024,1571.0967359767892
Douglas Fire,2024-06-17 14:03:14+00:00,Sacramento,"Douglas Road and Grant Line Road, Sacramento",585.0,100.0,-121.24438,38.54166,2024,48.06
Aero Fire,2024-06-17 15:23:08+00:00,Calaveras,"Rock Creek Road and Highway 4, North of Copperopolis ",5284.8,100.0,-120.684174,38.031684,2024,1571.0967359767892
